0.25,0.5,0.75,1,2.75,2.75,5.5,5.5,11,22,33,44,weight,nobar
0,0,0,0,0,0,0,0,0,0,0,0,45,0
0.25,0,0,0,0,0,0,0,0,0,0,0,45.5,0.25
0,0.5,0,0,0,0,0,0,0,0,0,0,46,0.5
0,0,0.75,0,0,0,0,0,0,0,0,0,46.5,0.75
0,0,0,1,0,0,0,0,0,0,0,0,47,1
0,0.5,0.75,0,0,0,0,0,0,0,0,0,47.5,1.25
0,0.5,0,1,0,0,0,0,0,0,0,0,48,1.5
0,0,0.75,1,0,0,0,0,0,0,0,0,48.5,1.75
0.25,0,0.75,1,0,0,0,0,0,0,0,0,49,2
0,0.5,0.75,1,0,0,0,0,0,0,0,0,49.5,2.25
0.25,0.5,0.75,1,0,0,0,0,0,0,0,0,50,2.5
0,0,0,0,0,2.75,0,0,0,0,0,0,50.5,2.75
0.25,0,0,0,0,2.75,0,0,0,0,0,0,51,3
0,0.5,0,0,0,2.75,0,0,0,0,0,0,51.5,3.25
0,0,0.75,0,0,2.75,0,0,0,0,0,0,52,3.5
0,0,0,1,0,2.75,0,0,0,0,0,0,52.5,3.75
0,0.5,0.75,0,0,2.75,0,0,0,0,0,0,53,4
0,0.5,0,1,0,2.75,0,0,0,0,0,0,53.5,4.25
0,0,0.75,1,0,2.75,0,0,0,0,0,0,54,4.5
0.25,0,0.75,1,0,2.75,0,0,0,0,0,0,54.5,4.75
0,0.5,0.75,1,0,2.75,0,0,0,0,0,0,55,5
0.25,0.5,0.75,1,0,2.75,0,0,0,0,0,0,55.5,5.25
0,0,0,0,0,0,0,5.5,0,0,0,0,56,5.5
0.25,0,0,0,0,0,0,5.5,0,0,0,0,56.5,5.75
0,0.5,0,0,0,0,0,5.5,0,0,0,0,57,6
0,0,0.75,0,0,0,0,5.5,0,0,0,0,57.5,6.25
0,0,0,1,0,0,0,5.5,0,0,0,0,58,6.5
0,0.5,0.75,0,0,0,0,5.5,0,0,0,0,58.5,6.75
0,0.5,0,1,0,0,0,5.5,0,0,0,0,59,7
0,0,0.75,1,0,0,0,5.5,0,0,0,0,59.5,7.25
0.25,0,0.75,1,0,0,0,5.5,0,0,0,0,60,7.5
0,0.5,0.75,1,0,0,0,5.5,0,0,0,0,60.5,7.75
0.25,0.5,0.75,1,0,0,0,5.5,0,0,0,0,61,8
0,0,0,0,0,2.75,0,5.5,0,0,0,0,61.5,8.25
0.25,0,0,0,0,2.75,0,5.5,0,0,0,0,62,8.5
0,0.5,0,0,0,2.75,0,5.5,0,0,0,0,62.5,8.75
0,0,0.75,0,0,2.75,0,5.5,0,0,0,0,63,9
0,0,0,1,0,2.75,0,5.5,0,0,0,0,63.5,9.25
0,0.5,0.75,0,0,2.75,0,5.5,0,0,0,0,64,9.5
0,0.5,0,1,0,2.75,0,5.5,0,0,0,0,64.5,9.75
0,0,0.75,1,0,2.75,0,5.5,0,0,0,0,65,10
0.25,0,0.75,1,0,2.75,0,5.5,0,0,0,0,65.5,10.25
0,0.5,0.75,1,0,2.75,0,5.5,0,0,0,0,66,10.5
0.25,0.5,0.75,1,0,2.75,0,5.5,0,0,0,0,66.5,10.75
0,0,0,0,0,0,0,0,11,0,0,0,67,11
0.25,0,0,0,0,0,0,0,11,0,0,0,67.5,11.25
0,0.5,0,0,0,0,0,0,11,0,0,0,68,11.5
0,0,0.75,0,0,0,0,0,11,0,0,0,68.5,11.75
0,0,0,1,0,0,0,0,11,0,0,0,69,12
0,0.5,0.75,0,0,0,0,0,11,0,0,0,69.5,12.25
0,0.5,0,1,0,0,0,0,11,0,0,0,70,12.5
0,0,0.75,1,0,0,0,0,11,0,0,0,70.5,12.75
0.25,0,0.75,1,0,0,0,0,11,0,0,0,71,13
0,0.5,0.75,1,0,0,0,0,11,0,0,0,71.5,13.25
0.25,0.5,0.75,1,0,0,0,0,11,0,0,0,72,13.5
0,0,0,0,0,2.75,0,0,11,0,0,0,72.5,13.75
0.25,0,0,0,0,2.75,0,0,11,0,0,0,73,14
0,0.5,0,0,0,2.75,0,0,11,0,0,0,73.5,14.25
0,0,0.75,0,0,2.75,0,0,11,0,0,0,74,14.5
0,0,0,1,0,2.75,0,0,11,0,0,0,74.5,14.75
0,0.5,0.75,0,0,2.75,0,0,11,0,0,0,75,15
0,0.5,0,1,0,2.75,0,0,11,0,0,0,75.5,15.25
0,0,0.75,1,0,2.75,0,0,11,0,0,0,76,15.5
0.25,0,0.75,1,0,2.75,0,0,11,0,0,0,76.5,15.75
0,0.5,0.75,1,0,2.75,0,0,11,0,0,0,77,16
0.25,0.5,0.75,1,0,2.75,0,0,11,0,0,0,77.5,16.25
0,0,0,0,0,0,0,5.5,11,0,0,0,78,16.5
0.25,0,0,0,0,0,0,5.5,11,0,0,0,78.5,16.75
0,0.5,0,0,0,0,0,5.5,11,0,0,0,79,17
0,0,0.75,0,0,0,0,5.5,11,0,0,0,79.5,17.25
0,0,0,1,0,0,0,5.5,11,0,0,0,80,17.5
0,0.5,0.75,0,0,0,0,5.5,11,0,0,0,80.5,17.75
0,0.5,0,1,0,0,0,5.5,11,0,0,0,81,18
0,0,0.75,1,0,0,0,5.5,11,0,0,0,81.5,18.25
0.25,0,0.75,1,0,0,0,5.5,11,0,0,0,82,18.5
0,0.5,0.75,1,0,0,0,5.5,11,0,0,0,82.5,18.75
0.25,0.5,0.75,1,0,0,0,5.5,11,0,0,0,83,19
0,0,0,0,0,2.75,0,5.5,11,0,0,0,83.5,19.25
0.25,0,0,0,0,2.75,0,5.5,11,0,0,0,84,19.5
0,0.5,0,0,0,2.75,0,5.5,11,0,0,0,84.5,19.75
0,0,0.75,0,0,2.75,0,5.5,11,0,0,0,85,20
0,0,0,1,0,2.75,0,5.5,11,0,0,0,85.5,20.25
0,0.5,0.75,0,0,2.75,0,5.5,11,0,0,0,86,20.5
0,0.5,0,1,0,2.75,0,5.5,11,0,0,0,86.5,20.75
0,0,0.75,1,0,2.75,0,5.5,11,0,0,0,87,21
0.25,0,0.75,1,0,2.75,0,5.5,11,0,0,0,87.5,21.25
0,0.5,0.75,1,0,2.75,0,5.5,11,0,0,0,88,21.5
0.25,0.5,0.75,1,0,2.75,0,5.5,11,0,0,0,88.5,21.75
0,0,0,0,0,0,0,0,0,22,0,0,89,22
0.25,0,0,0,0,0,0,0,0,22,0,0,89.5,22.25
0,0.5,0,0,0,0,0,0,0,22,0,0,90,22.5
0,0,0.75,0,0,0,0,0,0,22,0,0,90.5,22.75
0,0,0,1,0,0,0,0,0,22,0,0,91,23
0,0.5,0.75,0,0,0,0,0,0,22,0,0,91.5,23.25
0,0.5,0,1,0,0,0,0,0,22,0,0,92,23.5
0,0,0.75,1,0,0,0,0,0,22,0,0,92.5,23.75
0.25,0,0.75,1,0,0,0,0,0,22,0,0,93,24
0,0.5,0.75,1,0,0,0,0,0,22,0,0,93.5,24.25
0.25,0.5,0.75,1,0,0,0,0,0,22,0,0,94,24.5
0,0,0,0,0,2.75,0,0,0,22,0,0,94.5,24.75
0.25,0,0,0,0,2.75,0,0,0,22,0,0,95,25
0,0.5,0,0,0,2.75,0,0,0,22,0,0,95.5,25.25
0,0,0.75,0,0,2.75,0,0,0,22,0,0,96,25.5
0,0,0,1,0,2.75,0,0,0,22,0,0,96.5,25.75
0,0.5,0.75,0,0,2.75,0,0,0,22,0,0,97,26
0,0.5,0,1,0,2.75,0,0,0,22,0,0,97.5,26.25
0,0,0.75,1,0,2.75,0,0,0,22,0,0,98,26.5
0.25,0,0.75,1,0,2.75,0,0,0,22,0,0,98.5,26.75
0,0.5,0.75,1,0,2.75,0,0,0,22,0,0,99,27
0.25,0.5,0.75,1,0,2.75,0,0,0,22,0,0,99.5,27.25
0,0,0,0,0,0,0,5.5,0,22,0,0,100,27.5
0.25,0,0,0,0,0,0,5.5,0,22,0,0,100.5,27.75
0,0.5,0,0,0,0,0,5.5,0,22,0,0,101,28
0,0,0.75,0,0,0,0,5.5,0,22,0,0,101.5,28.25
0,0,0,1,0,0,0,5.5,0,22,0,0,102,28.5
0,0.5,0.75,0,0,0,0,5.5,0,22,0,0,102.5,28.75
0,0.5,0,1,0,0,0,5.5,0,22,0,0,103,29
0,0,0.75,1,0,0,0,5.5,0,22,0,0,103.5,29.25
0.25,0,0.75,1,0,0,0,5.5,0,22,0,0,104,29.5
0,0.5,0.75,1,0,0,0,5.5,0,22,0,0,104.5,29.75
0.25,0.5,0.75,1,0,0,0,5.5,0,22,0,0,105,30
0,0,0,0,0,2.75,0,5.5,0,22,0,0,105.5,30.25
0.25,0,0,0,0,2.75,0,5.5,0,22,0,0,106,30.5
0,0.5,0,0,0,2.75,0,5.5,0,22,0,0,106.5,30.75
0,0,0.75,0,0,2.75,0,5.5,0,22,0,0,107,31
0,0,0,1,0,2.75,0,5.5,0,22,0,0,107.5,31.25
0,0.5,0.75,0,0,2.75,0,5.5,0,22,0,0,108,31.5
0,0.5,0,1,0,2.75,0,5.5,0,22,0,0,108.5,31.75
0,0,0.75,1,0,2.75,0,5.5,0,22,0,0,109,32
0.25,0,0.75,1,0,2.75,0,5.5,0,22,0,0,109.5,32.25
0,0.5,0.75,1,0,2.75,0,5.5,0,22,0,0,110,32.5
0.25,0.5,0.75,1,0,2.75,0,5.5,0,22,0,0,110.5,32.75
0,0,0,0,0,0,0,0,0,0,33,0,111,33
0.25,0,0,0,0,0,0,0,0,0,33,0,111.5,33.25
0,0.5,0,0,0,0,0,0,0,0,33,0,112,33.5
0,0,0.75,0,0,0,0,0,0,0,33,0,112.5,33.75
0,0,0,1,0,0,0,0,0,0,33,0,113,34
0,0.5,0.75,0,0,0,0,0,0,0,33,0,113.5,34.25
0,0.5,0,1,0,0,0,0,0,0,33,0,114,34.5
0,0,0.75,1,0,0,0,0,0,0,33,0,114.5,34.75
0.25,0,0.75,1,0,0,0,0,0,0,33,0,115,35
0,0.5,0.75,1,0,0,0,0,0,0,33,0,115.5,35.25
0.25,0.5,0.75,1,0,0,0,0,0,0,33,0,116,35.5
0,0,0,0,0,2.75,0,0,0,0,33,0,116.5,35.75
0.25,0,0,0,0,2.75,0,0,0,0,33,0,117,36
0,0.5,0,0,0,2.75,0,0,0,0,33,0,117.5,36.25
0,0,0.75,0,0,2.75,0,0,0,0,33,0,118,36.5
0,0,0,1,0,2.75,0,0,0,0,33,0,118.5,36.75
0,0.5,0.75,0,0,2.75,0,0,0,0,33,0,119,37
0,0.5,0,1,0,2.75,0,0,0,0,33,0,119.5,37.25
0,0,0.75,1,0,2.75,0,0,0,0,33,0,120,37.5
0.25,0,0.75,1,0,2.75,0,0,0,0,33,0,120.5,37.75
0,0.5,0.75,1,0,2.75,0,0,0,0,33,0,121,38
0.25,0.5,0.75,1,0,2.75,0,0,0,0,33,0,121.5,38.25
0,0,0,0,0,0,0,5.5,0,0,33,0,122,38.5
0.25,0,0,0,0,0,0,5.5,0,0,33,0,122.5,38.75
0,0.5,0,0,0,0,0,5.5,0,0,33,0,123,39
0,0,0.75,0,0,0,0,5.5,0,0,33,0,123.5,39.25
0,0,0,1,0,0,0,5.5,0,0,33,0,124,39.5
0,0.5,0.75,0,0,0,0,5.5,0,0,33,0,124.5,39.75
0,0.5,0,1,0,0,0,5.5,0,0,33,0,125,40
0,0,0.75,1,0,0,0,5.5,0,0,33,0,125.5,40.25
0.25,0,0.75,1,0,0,0,5.5,0,0,33,0,126,40.5
0,0.5,0.75,1,0,0,0,5.5,0,0,33,0,126.5,40.75
0.25,0.5,0.75,1,0,0,0,5.5,0,0,33,0,127,41
0,0,0,0,0,2.75,0,5.5,0,0,33,0,127.5,41.25
0.25,0,0,0,0,2.75,0,5.5,0,0,33,0,128,41.5
0,0.5,0,0,0,2.75,0,5.5,0,0,33,0,128.5,41.75
0,0,0.75,0,0,2.75,0,5.5,0,0,33,0,129,42
0,0,0,1,0,2.75,0,5.5,0,0,33,0,129.5,42.25
0,0.5,0.75,0,0,2.75,0,5.5,0,0,33,0,130,42.5
0,0.5,0,1,0,2.75,0,5.5,0,0,33,0,130.5,42.75
0,0,0.75,1,0,2.75,0,5.5,0,0,33,0,131,43
0.25,0,0.75,1,0,2.75,0,5.5,0,0,33,0,131.5,43.25
0,0.5,0.75,1,0,2.75,0,5.5,0,0,33,0,132,43.5
0.25,0.5,0.75,1,0,2.75,0,5.5,0,0,33,0,132.5,43.75
0,0,0,0,0,0,0,0,0,0,0,44,133,44
0.25,0,0,0,0,0,0,0,0,0,0,44,133.5,44.25
0,0.5,0,0,0,0,0,0,0,0,0,44,134,44.5
0,0,0.75,0,0,0,0,0,0,0,0,44,134.5,44.75
0,0,0,1,0,0,0,0,0,0,0,44,135,45
0,0.5,0.75,0,0,0,0,0,0,0,0,44,135.5,45.25
0,0.5,0,1,0,0,0,0,0,0,0,44,136,45.5
0,0,0.75,1,0,0,0,0,0,0,0,44,136.5,45.75
0.25,0,0.75,1,0,0,0,0,0,0,0,44,137,46
0,0.5,0.75,1,0,0,0,0,0,0,0,44,137.5,46.25
0.25,0.5,0.75,1,0,0,0,0,0,0,0,44,138,46.5
0,0,0,0,0,2.75,0,0,0,0,0,44,138.5,46.75
0.25,0,0,0,0,2.75,0,0,0,0,0,44,139,47
0,0.5,0,0,0,2.75,0,0,0,0,0,44,139.5,47.25
0,0,0.75,0,0,2.75,0,0,0,0,0,44,140,47.5
0,0,0,1,0,2.75,0,0,0,0,0,44,140.5,47.75
0,0.5,0.75,0,0,2.75,0,0,0,0,0,44,141,48
0,0.5,0,1,0,2.75,0,0,0,0,0,44,141.5,48.25
0,0,0.75,1,0,2.75,0,0,0,0,0,44,142,48.5
0.25,0,0.75,1,0,2.75,0,0,0,0,0,44,142.5,48.75
0,0.5,0.75,1,0,2.75,0,0,0,0,0,44,143,49
0.25,0.5,0.75,1,0,2.75,0,0,0,0,0,44,143.5,49.25
0,0,0,0,0,0,0,5.5,0,0,0,44,144,49.5
0.25,0,0,0,0,0,0,5.5,0,0,0,44,144.5,49.75
0,0.5,0,0,0,0,0,5.5,0,0,0,44,145,50
0,0,0.75,0,0,0,0,5.5,0,0,0,44,145.5,50.25
0,0,0,1,0,0,0,5.5,0,0,0,44,146,50.5
0,0.5,0.75,0,0,0,0,5.5,0,0,0,44,146.5,50.75
0,0.5,0,1,0,0,0,5.5,0,0,0,44,147,51
0,0,0.75,1,0,0,0,5.5,0,0,0,44,147.5,51.25
0.25,0,0.75,1,0,0,0,5.5,0,0,0,44,148,51.5
0,0.5,0.75,1,0,0,0,5.5,0,0,0,44,148.5,51.75
0.25,0.5,0.75,1,0,0,0,5.5,0,0,0,44,149,52
0,0,0,0,0,2.75,0,5.5,0,0,0,44,149.5,52.25
0.25,0,0,0,0,2.75,0,5.5,0,0,0,44,150,52.5
0,0.5,0,0,0,2.75,0,5.5,0,0,0,44,150.5,52.75
0,0,0.75,0,0,2.75,0,5.5,0,0,0,44,151,53
0,0,0,1,0,2.75,0,5.5,0,0,0,44,151.5,53.25
0,0.5,0.75,0,0,2.75,0,5.5,0,0,0,44,152,53.5
0,0.5,0,1,0,2.75,0,5.5,0,0,0,44,152.5,53.75
0,0,0.75,1,0,2.75,0,5.5,0,0,0,44,153,54
0.25,0,0.75,1,0,2.75,0,5.5,0,0,0,44,153.5,54.25
0,0.5,0.75,1,0,2.75,0,5.5,0,0,0,44,154,54.5
0.25,0.5,0.75,1,0,2.75,0,5.5,0,0,0,44,154.5,54.75
0,0,0,0,0,0,0,0,0,22,33,0,155,55
0.25,0,0,0,0,0,0,0,0,22,33,0,155.5,55.25
0,0.5,0,0,0,0,0,0,0,22,33,0,156,55.5
0,0,0.75,0,0,0,0,0,0,22,33,0,156.5,55.75
0,0,0,1,0,0,0,0,0,22,33,0,157,56
0,0.5,0.75,0,0,0,0,0,0,22,33,0,157.5,56.25
0,0.5,0,1,0,0,0,0,0,22,33,0,158,56.5
0,0,0.75,1,0,0,0,0,0,22,33,0,158.5,56.75
0.25,0,0.75,1,0,0,0,0,0,22,33,0,159,57
0,0.5,0.75,1,0,0,0,0,0,22,33,0,159.5,57.25
0.25,0.5,0.75,1,0,0,0,0,0,22,33,0,160,57.5
0,0,0,0,0,2.75,0,0,0,22,33,0,160.5,57.75
0.25,0,0,0,0,2.75,0,0,0,22,33,0,161,58
0,0.5,0,0,0,2.75,0,0,0,22,33,0,161.5,58.25
0,0,0.75,0,0,2.75,0,0,0,22,33,0,162,58.5
0,0,0,1,0,2.75,0,0,0,22,33,0,162.5,58.75
0,0.5,0.75,0,0,2.75,0,0,0,22,33,0,163,59
0,0.5,0,1,0,2.75,0,0,0,22,33,0,163.5,59.25
0,0,0.75,1,0,2.75,0,0,0,22,33,0,164,59.5
0.25,0,0.75,1,0,2.75,0,0,0,22,33,0,164.5,59.75
0,0.5,0.75,1,0,2.75,0,0,0,22,33,0,165,60
0.25,0.5,0.75,1,0,2.75,0,0,0,22,33,0,165.5,60.25
0,0,0,0,0,0,0,5.5,0,22,33,0,166,60.5
0.25,0,0,0,0,0,0,5.5,0,22,33,0,166.5,60.75
0,0.5,0,0,0,0,0,5.5,0,22,33,0,167,61
0,0,0.75,0,0,0,0,5.5,0,22,33,0,167.5,61.25
0,0,0,1,0,0,0,5.5,0,22,33,0,168,61.5
0,0.5,0.75,0,0,0,0,5.5,0,22,33,0,168.5,61.75
0,0.5,0,1,0,0,0,5.5,0,22,33,0,169,62
0,0,0.75,1,0,0,0,5.5,0,22,33,0,169.5,62.25
0.25,0,0.75,1,0,0,0,5.5,0,22,33,0,170,62.5
0,0.5,0.75,1,0,0,0,5.5,0,22,33,0,170.5,62.75
0.25,0.5,0.75,1,0,0,0,5.5,0,22,33,0,171,63
0,0,0,0,0,2.75,0,5.5,0,22,33,0,171.5,63.25
0.25,0,0,0,0,2.75,0,5.5,0,22,33,0,172,63.5
0,0.5,0,0,0,2.75,0,5.5,0,22,33,0,172.5,63.75
0,0,0.75,0,0,2.75,0,5.5,0,22,33,0,173,64
0,0,0,1,0,2.75,0,5.5,0,22,33,0,173.5,64.25
0,0.5,0.75,0,0,2.75,0,5.5,0,22,33,0,174,64.5
0,0.5,0,1,0,2.75,0,5.5,0,22,33,0,174.5,64.75
0,0,0.75,1,0,2.75,0,5.5,0,22,33,0,175,65
0.25,0,0.75,1,0,2.75,0,5.5,0,22,33,0,175.5,65.25
0,0.5,0.75,1,0,2.75,0,5.5,0,22,33,0,176,65.5
0.25,0.5,0.75,1,0,2.75,0,5.5,0,22,33,0,176.5,65.75
0,0,0,0,0,0,0,0,0,22,0,44,177,66
0.25,0,0,0,0,0,0,0,0,22,0,44,177.5,66.25
0,0.5,0,0,0,0,0,0,0,22,0,44,178,66.5
0,0,0.75,0,0,0,0,0,0,22,0,44,178.5,66.75
0,0,0,1,0,0,0,0,0,22,0,44,179,67
